stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
106,동해,2011-02-01,3.0,-0.5,617.0,7.3,1337,,,,,,,12.2,230.0,142.0,6.6,250.0,142.0,2.8,2420,180.0,-8.9,26.0,1109.0,41.8,3.2,1016.6,1023.0,1057,1019.2,21,1021.5,10.3,9.6,,,,,,,,,0.3,0.0,0.6,-5.6,,,,,,,,,,,,,,
106,동해,2011-02-02,4.3,-0.3,101.0,8.9,1135,,,,,,,5.4,180.0,639.0,3.3,230.0,33.0,1.8,1581,200.0,-9.1,18.0,1042.0,37.5,3.1,1015.5,1021.5,0,1019.0,1431,1020.4,10.4,7.8,,,,,,,,,3.1,0.0,1.5,-5.2,,,,,,,,,,,,,,
106,동해,2011-02-03,5.7,2.2,455.0,10.2,1225,,,,,,,10.0,230.0,1504.0,5.5,250.0,1511.0,2.4,2110,200.0,-10.8,12.0,1258.0,30.8,2.7,1014.7,1021.1,858,1017.8,1503,1019.6,10.4,8.6,,,,,,,,,0.0,0.0,0.8,-5.4,,,,,,,,,,,,,{연무}1630-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
106,동해,2011-02-04,5.5,1.6,304.0,10.0,1612,,,,,,,8.5,290.0,2147.0,5.1,250.0,2156.0,2.3,2017,200.0,-7.7,20.0,1623.0,39.0,3.5,1012.4,1019.3,136,1014.7,1546,1017.3,10.4,6.0,,,,,,,,,5.4,0.9,1.3,-5.6,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
106,동해,2011-02-05,3.0,-0.3,2114.0,5.7,1325,,,,,,,8.5,20.0,1215.0,5.8,360.0,1216.0,2.7,2300,360.0,-4.7,27.0,0.0,58.5,4.4,1014.9,1022.8,1039,1017.1,0,1019.9,10.5,9.1,,,,,,,,,2.1,0.0,1.9,-5.1,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
106,동해,2011-02-06,5.5,0.4,130.0,10.1,1325,,,,,,,11.5,250.0,1924.0,6.5,250.0,2007.0,2.7,2355,250.0,-7.7,21.0,1142.0,39.3,3.5,1008.9,1017.4,0,1011.3,1436,1013.8,10.5,4.4,,,,,,,,,2.9,0.8,1.2,-3.9,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
106,동해,2011-02-07,3.5,0.0,756.0,6.7,1349,,,,,,,8.0,290.0,29.0,4.4,270.0,35.0,2.5,2191,270.0,-7.8,30.0,1003.0,43.4,3.4,1011.5,1019.7,954,1013.0,2352,1016.4,10.5,7.3,,,,,,,,,5.3,2.5,1.9,-4.4,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-0930.,
106,동해,2011-02-08,3.0,0.5,155.0,4.8,1217,,,,,,,13.0,340.0,1445.0,7.6,340.0,1517.0,3.2,2792,340.0,-4.0,43.0,419.0,60.8,4.6,1005.9,1013.0,0,1008.0,1333,1010.8,10.6,3.2,,,,,,,,,8.6,4.1,2.3,-2.6,,,,,,,,,,,,,{연무}0630-{연무}{강도0}0900-1020.,
106,동해,2011-02-09,1.3,0.0,2400.0,3.4,942,,,,,,,12.5,340.0,1527.0,6.9,340.0,1521.0,3.5,2989,320.0,-3.6,57.0,1943.0,69.9,4.7,1011.3,1020.6,2310,1011.6,39,1016.3,10.6,2.6,,,,,,,,,7.9,7.4,1.5,-0.9,,,,,,,,,,,,,,
106,동해,2011-02-10,0.1,-1.6,353.0,1.5,1352,,,,,6.42,0.0,5.9,290.0,2245.0,3.6,340.0,959.0,1.8,1595,340.0,-3.7,61.0,525.0,75.9,4.7,1015.9,1022.4,906,1019.8,1447,1020.9,10.6,0.0,,,,,,,,,9.4,6.4,1.1,-4.8,,,,,,,,,,,,,{눈}0725-{눈}{강도0}0900-0950. {눈}1140-{눈}{강도0}1200-1240. {눈}1615-{눈}{강도0}1800-1915. {박무}1935-{박무}{강도0}2100-2150.,
106,동해,2011-02-11,0.2,-0.6,2351.0,1.1,46,,,,,21.17,73.6,7.4,320.0,119.0,4.5,320.0,302.0,1.5,1294,320.0,-0.6,74.0,100.0,94.4,5.9,1012.8,1020.2,0,1015.6,2111,1017.8,10.7,0.0,,,,70.2,2400.0,70.2,2400.0,70.2,10.0,7.9,0.2,-0.4,,,,,,,,,,,,,{눈}0250-{눈}{강도0}0300-{눈}{강도2}0600-{눈}{강도0}0900-{눈}{강도1}1200-{눈}{강도2}1500-{눈}{강도1}1800-{시정(미만)}{1km}{눈}1820-{눈}{강도1}2100-{시정(미만)}{0.5km}{눈}2220-{시정(미만)}{0.2km}{눈}2340-{눈}{강도2}2400-,
106,동해,2011-02-12,-4.2,-8.1,2325.0,-0.6,0,,,,,14.33,28.3,10.4,360.0,948.0,4.5,360.0,952.0,1.9,1619,340.0,-5.2,85.0,1655.0,92.6,4.2,1016.2,1024.8,2214,1015.8,57,1021.3,10.7,1.6,,,,30.6,950.0,100.1,450.0,30.6,6.8,5.8,0.3,-2.9,,,,,,,,,,,,,-{눈}-{눈}{강도2}0300-{시정(이상)}{0.2km}{눈}0320-{시정(이상)}{0.5km}{눈}0410-{시정(이상)}{1km}{눈}0440-{눈}{강도0}0600-{눈}{강도0}0900-{눈}{강도0}1200-1420.,
106,동해,2011-02-13,-4.3,-9.7,725.0,-0.1,1154,,,,,3.42,0.6,6.5,340.0,1441.0,4.0,340.0,1511.0,1.5,1297,180.0,-6.9,66.0,1251.0,82.0,3.7,1020.1,1026.8,1039,1024.0,424,1025.2,10.7,7.7,,,,1.0,2020.0,93.0,0.0,1.0,4.8,2.6,0.4,-3.6,,,,,,,,,,,,,{햇무리}1120-1220. {눈}1705-{눈}{강도0}1800-2030. {달무리}2115-2205.,
106,동해,2011-02-14,-2.2,-4.7,15.0,-1.2,1231,,,,,19.5,32.6,11.7,320.0,1605.0,6.5,340.0,1620.0,3.1,2661,320.0,-2.9,84.0,139.0,94.5,4.9,1019.3,1026.8,2351,1022.3,1343,1024.4,10.8,0.0,,,,32.9,2155.0,102.9,2155.0,32.9,9.6,7.1,0.5,-1.7,,,,,,,,,,,,,{눈}0205-{눈}{강도0}0300-0510. {눈}0625-{눈}{강도0}0900-{시정(미만)}{1km}{눈}1140-{눈}{강도1}1200-{시정(미만)}{0.5km}{눈}1340-{시정(미만)}{0.2km}{눈}1345-{눈}{강도2}1500-{시정(이상)}{0.2km}{눈}1540-{시정(이상)}{0.5km}{눈}1605-{시정(이상)}{1km}{눈}1745-{눈}{강도0}1800-{눈}{강도0}2100-2250.,
106,동해,2011-02-15,-0.4,-7.2,712.0,5.8,1714,,,,,,,6.6,320.0,4.0,4.5,320.0,109.0,2.2,1930,200.0,-5.6,41.0,1327.0,69.9,4.1,1021.7,1029.3,851,1024.9,2348,1026.8,10.8,10.0,,,,,,102.9,0.0,,0.0,0.0,0.5,-4.1,,,,,,,,,,,,,,
106,동해,2011-02-16,3.6,-1.2,517.0,8.9,1447,,,,,,,7.1,180.0,203.0,4.4,180.0,101.0,1.9,1682,200.0,-6.4,19.0,1044.0,48.8,4.0,1017.3,1025.0,3,1019.5,2352,1022.3,10.8,8.6,,,,,,80.0,0.0,,4.9,1.5,0.7,-4.9,,,,,,,,,,,,,,
106,동해,2011-02-17,2.1,0.5,2254.0,5.2,238,,,,,12.33,0.4,9.4,340.0,1532.0,5.7,340.0,1517.0,2.8,2455,340.0,-1.4,53.0,47.0,77.9,5.5,1012.5,1019.8,11,1015.3,1440,1017.4,10.9,0.0,,,,,,63.5,0.0,,8.4,6.1,0.7,-1.2,,,,,,,,,,,,,{비}0420-{비}{강도0}0600-{비}{강도0}0900-{진눈깨비}0910-{눈}0930-1120. {비}1320-{비}{강도0}1500-{진눈깨비}1620-{눈}1640-{눈}{강도0}1800-1840. {박무}0820-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도0}1800-1840.,
106,동해,2011-02-18,1.7,-1.5,2358.0,4.6,1557,,,,,,,7.7,320.0,329.0,4.4,320.0,333.0,2.7,2297,290.0,-3.5,56.0,1602.0,68.3,4.7,1017.7,1024.5,1044,1018.5,0,1022.7,10.9,4.7,,,,,,59.0,0.0,,5.0,4.8,0.6,-3.4,,,,,,,,,,,,,{연무}0640-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-2145. {박무}2143-{박무}{강도0}2400-,
106,동해,2011-02-19,4.0,-1.8,30.0,9.4,1621,,,,,,,6.8,180.0,2127.0,5.2,110.0,1507.0,2.0,1735,110.0,-6.1,30.0,1116.0,49.0,3.9,1016.0,1023.1,37,1018.9,1439,1021.0,11.0,8.4,,,,,,51.8,0.0,,2.3,0.0,0.5,-5.8,,,,,,,,,,,,,-{박무}-0225. {연무}0223-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-1220.,
106,동해,2011-02-20,5.2,2.2,2354.0,7.1,1123,,,,,,,10.6,320.0,324.0,5.8,340.0,327.0,2.8,2438,320.0,-2.7,30.0,307.0,58.0,5.1,1023.0,1030.2,2102,1021.2,0,1027.9,11.0,6.9,,,,,,41.5,0.0,,3.8,3.5,0.4,-3.0,,,,,,,,,,,,,,
106,동해,2011-02-21,2.9,0.0,703.0,7.0,1050,,,,,,,4.6,110.0,1655.0,3.2,110.0,1714.0,1.6,1424,200.0,-1.9,55.0,1048.0,71.1,5.3,1023.3,1030.0,1000,1026.8,1615,1028.2,11.0,7.9,,,,,,36.0,0.0,,2.6,2.5,0.4,-3.2,,,,,,,,,,,,,,
106,동해,2011-02-22,2.9,-2.1,638.0,7.3,1326,,,,,,,9.4,110.0,1313.0,6.6,110.0,1543.0,2.4,2080,200.0,-0.8,53.0,1015.0,77.4,5.8,1020.2,1027.7,829,1022.6,2347,1025.2,11.1,10.3,,,,,,27.0,0.0,,0.0,0.0,0.5,-6.1,,,,,,,,,,,,,{박무}2210-{박무}{강도0}2400-,
106,동해,2011-02-23,5.2,-0.2,241.0,10.0,1640,,,,,,,5.4,200.0,2306.0,3.5,230.0,33.0,1.3,1148,20.0,0.8,46.0,2326.0,74.0,6.6,1014.6,1022.6,0,1017.2,2333,1019.5,11.1,10.1,,,,,,18.5,0.0,,0.0,0.0,0.5,-5.6,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-0430.,
106,동해,2011-02-24,9.2,3.9,209.0,15.9,1524,,,,,,,7.4,250.0,1554.0,4.7,270.0,1621.0,2.0,1722,110.0,-1.4,24.0,1533.0,48.1,5.6,1010.6,1017.2,0,1012.5,1538,1015.4,11.1,7.7,,,,,,13.9,0.0,,1.1,0.3,0.6,-2.3,,,,,,,,,,,,,{연무}2310-{연무}{강도0}2400-,
106,동해,2011-02-25,3.1,-1.4,2326.0,9.2,1,,,,,,,12.4,340.0,1421.0,7.0,360.0,1351.0,3.7,3200,360.0,-4.9,30.0,2102.0,57.5,4.5,1020.5,1031.8,2347,1017.0,5,1025.5,11.2,9.1,,,,,,7.2,0.0,,1.5,0.0,0.8,-3.8,,,,,,,,,,,,,-{연무}-0250. {박무}0248-{박무}{강도0}0300-0540.,
106,동해,2011-02-26,3.3,-2.7,421.0,7.1,1519,,,,,,,13.2,110.0,1503.0,8.5,110.0,1322.0,3.3,2854,200.0,-3.2,44.0,143.0,62.8,5.0,1024.0,1033.1,836,1025.0,2340,1029.0,11.2,6.3,,,,,,5.0,0.0,,4.3,1.0,2.5,-4.9,,,,,,,,,,,,,,
106,동해,2011-02-27,1.9,0.2,1522.0,4.2,0,,,,,19.67,41.8,8.5,340.0,2344.0,5.2,320.0,1813.0,2.0,1752,320.0,0.8,72.0,0.0,92.8,6.5,1019.2,1027.0,1019,1022.1,1604,1024.2,11.3,0.0,,,,9.1,2315.0,9.1,2315.0,8.9,10.0,7.6,1.6,0.2,,,,,,,,,,,,,{비}0420-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{진눈깨비}1325-{눈}1358-{시정(미만)}{1km}{눈}1440-{눈}{강도1}1500-{시정(이상)}{1km}{눈}1645-{눈}{강도0}1800-{진눈깨비}1805-{눈}1835-{눈}{강도0}2100-{진눈깨비}2220-{눈}2250-{진눈깨비}2320-{눈}2345-{눈}{강도0}2400-,
106,동해,2011-02-28,1.4,0.4,705.0,3.7,1423,,,,,13.67,3.0,10.1,340.0,506.0,5.6,320.0,336.0,3.2,2756,320.0,-0.2,78.0,1426.0,89.1,6.0,1015.1,1022.9,937,1016.0,2400,1020.1,11.3,0.0,,,,0.3,820.0,8.9,0.0,0.3,10.0,7.1,0.4,0.2,,,,,,,,,,,,,-{눈}-{진눈깨비}0045-{진눈깨비}{강도0}0300-{진눈깨비}{강도0}0600-{눈}0635-{눈}{강도0}0900-1040. {눈}1950-{눈}{강도0}2100-2250.,
106,동해,2011-03-01,1.5,-0.5,2354.0,3.1,1245,,,,,5.83,1.8,9.4,340.0,1318.0,6.1,340.0,1425.0,2.2,1937,340.0,-0.6,76.0,1511.0,86.1,5.9,1008.5,1016.0,0,1011.6,1417,1013.4,11.4,0.2,,,,0.7,1050.0,7.8,1050.0,0.7,8.8,6.6,0.5,-3.0,,,,,,,,,,,,,{눈}0550-{눈}{강도0}0600-{진눈깨비}0620-{눈}0720-{눈}{강도0}0900-1140. {박무}0130-{박무}{강도0}0300-0440. {박무}0620-{박무}{강도0}0900-1140.,
106,동해,2011-03-02,0.4,-2.7,2356.0,4.0,1418,,,,,,,12.0,320.0,1242.0,6.8,290.0,1242.0,3.2,2723,320.0,-9.5,25.0,1411.0,49.4,3.0,1012.5,1020.7,2150,1014.4,319,1017.5,11.4,9.5,,,,,,5.6,0.0,,1.3,1.3,1.7,-4.8,,,,,,,,,,,,,,
106,동해,2011-03-03,-1.6,-4.9,634.0,2.2,1148,,,,,,,10.3,360.0,1519.0,6.4,20.0,1246.0,2.6,2256,200.0,-11.1,28.0,1109.0,49.4,2.6,1015.2,1021.3,821,1018.6,1444,1020.2,11.4,10.6,,,,,,3.2,0.0,,0.3,0.0,2.5,-7.9,,,,,,,,,,,,,,
106,동해,2011-03-04,0.6,-3.9,1.0,3.8,1141,,,,,,,8.2,250.0,242.0,5.8,20.0,1223.0,2.6,2254,200.0,-10.4,26.0,1103.0,43.9,2.8,1017.1,1023.1,938,1020.3,44,1022.1,11.5,10.8,,,,,,2.1,0.0,,0.0,0.0,2.9,-6.6,,,,,,,,,,,,,,
106,동해,2011-03-05,4.8,-0.7,25.0,8.4,1216,,,,,,,6.6,180.0,445.0,4.3,110.0,1109.0,2.2,1923,110.0,-6.9,26.0,1030.0,42.8,3.7,1014.9,1022.2,0,1017.0,1751,1019.8,11.5,5.9,,,,,,,,,3.0,0.9,2.6,-4.4,,,,,,,,,,,,,,
106,동해,2011-03-06,6.2,1.8,221.0,10.2,1418,,,,,,,6.9,110.0,1514.0,5.0,110.0,1517.0,2.0,1740,290.0,-5.6,30.0,1247.0,42.8,4.1,1010.2,1018.6,0,1012.6,2246,1015.1,11.5,3.0,,,,,,,,,7.1,0.3,3.5,-3.5,,,,,,,,,,,,,{연무}2230-{연무}{강도0}2400-,
106,동해,2011-03-07,3.3,0.2,2134.0,6.5,4,,,,,,,11.3,320.0,702.0,7.8,360.0,1116.0,4.0,3442,360.0,-5.9,38.0,2328.0,51.0,4.0,1007.8,1014.4,2331,1010.7,1507,1012.7,11.6,9.8,,,,,,,,,2.8,1.4,5.2,-3.2,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-0520.,
106,동해,2011-03-08,3.9,0.0,710.0,8.6,1400,,,,,,,13.7,250.0,1412.0,6.5,250.0,1416.0,3.6,3101,270.0,-11.8,19.0,1401.0,31.3,2.5,1010.8,1017.6,833,1013.6,1645,1015.7,11.6,8.7,,,,,,,,,1.5,1.5,4.3,-1.4,,,,,,,,,,,,,,
106,동해,2011-03-09,1.9,-0.6,634.0,5.7,1332,,,,,,,12.5,320.0,1040.0,6.6,270.0,125.0,4.0,3468,270.0,-11.2,18.0,1346.0,38.1,2.7,1016.2,1023.4,2234,1017.1,0,1021.2,11.7,9.9,,,,,,,,,1.0,1.0,4.2,-4.2,,,,,,,,,,,,,,
106,동해,2011-03-10,4.1,-1.1,336.0,9.3,1512,,,,,,,12.1,290.0,2312.0,6.3,250.0,500.0,3.6,3152,270.0,-10.2,20.0,1254.0,36.1,2.9,1015.2,1023.6,123,1017.0,1620,1020.1,11.7,10.2,,,,,,,,,0.3,0.3,5.4,-6.2,,,,,,,,,,,,,,
106,동해,2011-03-11,5.9,2.5,2205.0,11.4,1508,,,,,,,13.7,340.0,1232.0,7.2,290.0,1226.0,3.7,3166,270.0,-8.5,19.0,1224.0,37.0,3.4,1014.7,1021.1,833,1018.1,1404,1019.6,11.7,10.8,,,,,,,,,0.0,0.0,6.9,-2.2,,,,,,,,,,,,,,
106,동해,2011-03-12,10.3,2.9,16.0,16.3,1515,,,,,,,9.2,250.0,1525.0,5.3,230.0,1551.0,1.9,1613,250.0,-8.1,14.0,1455.0,29.0,3.4,1013.1,1020.1,50,1015.6,1600,1017.9,11.8,4.1,,,,,,,,,3.8,0.9,6.5,-4.3,,,,,,,,,,,,,{연무}0940-{연무}{강도0}1200-1330. {연무}1830-{연무}{강도0}2100-2230.,
106,동해,2011-03-13,12.1,8.1,450.0,15.6,1947,,,,,,,7.4,230.0,23.0,5.2,110.0,1512.0,2.0,1700,90.0,0.2,17.0,3.0,45.4,6.4,1011.7,1019.4,917,1013.9,1723,1016.4,11.8,9.8,,,,,,,,,0.5,0.0,10.5,0.8,,,,,,,,,,,,,,
106,동해,2011-03-14,9.8,5.0,2352.0,16.3,1155,,,,,0.75,0.0,14.0,360.0,1218.0,8.2,360.0,1220.0,2.3,2027,360.0,2.0,40.0,2.0,59.5,7.1,1012.1,1020.5,1945,1013.2,259,1016.9,11.9,0.2,,,,,,,,,9.0,5.3,7.6,4.6,,,,,,,,,,,,,{연무}0140-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-1730. {비}1605-1650.,
106,동해,2011-03-15,5.5,0.2,2355.0,10.3,1524,,,,,,,12.7,250.0,2021.0,7.1,250.0,1448.0,3.1,2648,270.0,-7.1,13.0,1729.0,45.3,4.1,1008.6,1018.6,6,1009.0,1515,1013.5,11.9,7.1,,,,,,,,,5.3,3.0,8.1,-1.0,,,,,,,,,,,,,,
106,동해,2011-03-16,0.6,-2.2,623.0,3.8,1457,,,,,,,12.8,360.0,1224.0,8.0,20.0,1218.0,3.8,3257,270.0,-14.1,13.0,1127.0,32.9,2.1,1013.4,1020.0,2302,1016.1,318,1018.4,12.0,11.1,,,,,,,,,0.0,0.0,6.1,-5.2,,,,,,,,,,,,,,
106,동해,2011-03-17,1.4,-1.6,2356.0,4.7,1517,,,,,,,10.1,20.0,1214.0,6.7,360.0,1217.0,3.3,2845,270.0,-9.7,27.0,943.0,44.5,3.0,1018.1,1025.2,2353,1019.8,114,1023.1,12.0,11.0,,,,,,,,,0.0,0.0,7.1,-4.5,,,,,,,,,,,,,,
106,동해,2011-03-18,9.1,-1.7,10.0,15.2,1538,,,,,,,13.3,250.0,1745.0,6.9,230.0,1735.0,2.9,2539,200.0,-8.7,11.0,1621.0,30.0,3.4,1015.4,1025.4,36,1015.5,2347,1020.2,12.0,8.8,,,,,,,,,3.3,0.4,9.7,-5.7,,,,,,,,,,,,,,
106,동해,2011-03-19,11.4,9.3,134.0,15.2,1040,,,,,,,11.4,200.0,333.0,6.0,230.0,250.0,2.5,2126,70.0,1.1,18.0,18.0,51.6,6.9,1010.6,1017.1,1231,1012.7,503,1015.4,12.1,7.8,,,,,,,,,6.0,1.6,12.6,2.0,,,,,,,,,,,,,{연무}0630-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-1850. {황사}1845-{황사}{강도0}2100-{황사}{강도0}2400-,
106,동해,2011-03-20,5.7,2.6,2350.0,12.7,106,,,,,9.83,23.0,9.2,360.0,1459.0,5.4,340.0,1500.0,2.2,1859,230.0,0.6,20.0,102.0,75.4,6.6,1009.3,1015.9,2358,1012.0,1417,1014.2,12.1,0.0,,,,,,,,,9.1,5.8,6.3,1.0,,,,,,,,,,,,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-0640. {비}0440-{비}{강도0}0600-{비}{강도1}0900-{비}{강도0}1200-1430. {박무}0720-{박무}{강도0}0900-{박무}{강도0}1200-1340.,
106,동해,2011-03-21,6.8,2.6,113.0,10.5,1240,,,,,,,7.9,110.0,1726.0,5.1,110.0,1727.0,1.8,1571,230.0,2.5,58.0,2400.0,75.1,7.4,1011.0,1019.0,907,1013.4,1850,1015.9,12.2,3.4,,,,,,,,,8.9,5.4,8.2,1.0,,,,,,,,,,,,,,
106,동해,2011-03-22,1.9,-0.2,2215.0,9.8,20,,,,,7.17,11.9,13.2,340.0,313.0,8.3,340.0,229.0,3.3,2891,340.0,-2.3,28.0,109.0,76.6,5.4,1015.7,1023.1,1016,1014.9,1,1020.7,12.2,2.7,,,,11.2,1140.0,11.2,1140.0,11.2,5.5,3.9,2.2,-3.5,,,,,,,,,,,,,{비}0530-{비}{강도0}0600-{진눈깨비}0720-{눈}0725-{시정(미만)}{1km}{눈}0840-{눈}{강도1}0900-{시정(이상)}{1km}{눈}1040-{눈}{강도0}1200-1240.,
106,동해,2011-03-23,2.9,-0.6,133.0,6.2,1127,,,,,,,10.4,250.0,2336.0,6.4,20.0,1241.0,2.8,2427,250.0,-9.9,25.0,946.0,39.3,2.9,1016.9,1023.9,746,1020.0,2340,1021.9,12.2,11.2,,,,,,3.1,0.0,,0.0,0.0,4.5,-4.7,,,,,,,,,,,,,,
106,동해,2011-03-24,4.6,1.5,2359.0,7.6,1309,,,,,2.13,1.0,10.6,250.0,3.0,7.0,20.0,1237.0,3.2,2787,290.0,-5.8,25.0,1.0,48.9,4.1,1015.3,1022.0,936,1017.7,2400,1020.2,12.3,8.4,,,,,,,,,5.0,3.1,6.3,-1.4,,,,,,,,,,,,,{비}2152-{비}{강도0}2400-,
106,동해,2011-03-25,2.1,-0.5,2400.0,5.7,1133,,,,,8.17,2.6,15.1,340.0,1230.0,9.9,340.0,1239.0,3.9,3332,340.0,-3.7,31.0,1024.0,68.0,4.8,1016.7,1026.1,2203,1016.4,233,1021.6,12.3,4.7,,,,,,,,,6.0,4.4,4.9,-2.8,,,,,,,,,,,,,-{비}-{비}{강도0}0300-0330. {눈}1240-{눈}{강도0}1500-1720.,
106,동해,2011-03-26,3.3,-0.5,0.0,6.8,1354,,,,,,,7.3,20.0,1135.0,5.4,20.0,1142.0,2.6,2281,270.0,-6.7,27.0,959.0,49.4,3.7,1021.1,1027.7,911,1024.9,1722,1026.1,12.4,11.1,,,,,,,,,0.4,0.4,6.3,-3.3,,,,,,,,,,,,,,
106,동해,2011-03-27,6.6,-0.3,6.0,12.7,1323,,,,,,,10.6,110.0,1343.0,7.4,110.0,1335.0,2.9,2485,200.0,-6.4,19.0,1303.0,40.1,3.9,1019.0,1025.8,0,1022.0,1548,1023.9,12.4,7.6,,,,,,,,,4.8,3.3,6.3,-3.8,,,,,,,,,,,,,,
106,동해,2011-03-28,5.8,2.5,2400.0,8.7,905,,,,,3.67,2.0,9.3,20.0,1216.0,6.4,360.0,1217.0,2.7,2359,360.0,0.1,40.0,38.0,69.0,6.3,1018.9,1025.6,2115,1022.4,405,1023.8,12.4,3.6,,,,,,,,,7.9,5.8,7.1,-0.9,,,,,,,,,,,,,{박무}1340-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400- {비}1410-{비}{강도0}1500-1620. {비}2010-{비}{강도0}2100-2140.,
106,동해,2011-03-29,6.5,0.5,608.0,11.8,1251,,,,,,,13.3,270.0,2150.0,7.7,250.0,2159.0,3.1,2636,250.0,-1.7,26.0,1248.0,58.6,5.4,1016.7,1024.7,0,1018.9,2048,1021.5,12.5,10.7,,,,,,,,,0.5,0.5,8.8,-3.1,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0830.,
106,동해,2011-03-30,10.8,6.1,413.0,15.6,1117,,,,,,,10.2,290.0,1007.0,6.4,230.0,1044.0,3.2,2807,270.0,-5.3,18.0,1118.0,32.1,4.2,1013.6,1019.2,701,1016.8,1551,1018.4,12.5,10.8,,,,,,,,,0.0,0.0,11.1,2.1,,,,,,,,,,,,,,
106,동해,2011-03-31,11.6,8.5,643.0,15.5,928,,,,,,,6.4,180.0,719.0,4.5,110.0,1515.0,2.4,2093,180.0,-0.3,22.0,931.0,45.9,6.2,1015.0,1022.0,1011,1018.3,128,1019.8,12.6,10.8,,,,,,,,,0.0,0.0,12.8,2.5,,,,,,,,,,,,,{연무}2010-{연무}{강도0}2100-{연무}{강도0}2400-,
106,동해,2011-04-01,15.7,9.9,334.0,22.6,1546,,,,,,,11.0,20.0,2232.0,6.4,250.0,1335.0,2.6,2258,50.0,-6.1,8.0,1659.0,24.9,4.1,1012.7,1019.8,2346,1014.2,1559,1017.4,12.6,10.8,,,,,,,,,,,14.4,1.6,,,,,,,,,,,,,,
106,동해,2011-04-02,6.4,4.0,2357.0,11.0,19,,,,,,,9.0,110.0,1742.0,6.1,360.0,113.0,3.3,2848,110.0,-0.2,48.0,48.0,63.0,6.1,1017.6,1025.5,1010,1019.8,0,1022.5,12.6,0.0,,,,,,,,,,,8.5,0.4,,,,,,,,,,,,,,
106,동해,2011-04-03,5.7,1.7,522.0,10.5,1351,,,,,,,8.6,110.0,1709.0,6.2,110.0,1738.0,2.5,2162,110.0,-0.2,46.0,1532.0,66.9,6.0,1017.8,1024.2,2328,1021.1,0,1022.7,12.7,6.1,,,,,,,,,,,10.0,-2.8,,,,,,,,,,,,,,
106,동해,2011-04-04,6.4,0.2,532.0,11.8,1207,,,,,,,11.7,110.0,1532.0,7.1,110.0,1321.0,3.1,2641,110.0,-1.5,34.0,1149.0,59.5,5.5,1020.7,1026.9,1006,1024.2,0,1025.6,12.7,10.9,,,,,,,,,,,11.0,-2.9,,,,,,,,,,,,,,
106,동해,2011-04-05,8.8,3.4,216.0,14.7,1256,,,,,,,7.3,110.0,1400.0,5.2,110.0,1322.0,2.2,1913,110.0,-0.4,32.0,1256.0,53.3,6.1,1020.3,1027.5,1016,1023.1,1850,1025.1,12.8,10.9,,,,,,,,,,,12.4,-1.4,,,,,,,,,,,,,,
